activity;['go', 'baduk', 'go-spelare', 'gote', 'hane', 'sten', 'wei-chi', 'weiqi', '⚆', '⚇', '⚈', '⚉', 'go spel'];Ett brädspel som ursprungligen kom från Kina.
agentive-physical-object;['får', 'tamfår', 'fåravel', 'fårskötsel', 'ovis aries'];Ett vanligt fyrbent djur (Ovis) som ofta hålls av människor för dess ull.
agentive-physical-object;['kyckling'];En unge av någon av fågelarterna av ordningen Galliformes, i synnerhet om arten tamhöns
agentive-physical-object;['valp', 'hundvalp', 'valpar'];En ung hund.
agentive-physical-object;['valp', 'hundvalp'];En ung hund.
amount-of-matter;['cider', 'lingoncider', 'päroncider', 'äppelcider', 'cyder'];En alkoholhaltig dryck som huvudsakligen är tillverkad av fruktsaft från äpplesorter speciellt odlade för denna tillverkning.
amount-of-matter;['vatten', 'h2o', 'diväteoxid', 'vätehydroxid', 'aqua', 'akvatisk', 'aq', 'dihydrogeniummonoxid', 'dihydrogenmonoxid', 'divätemonoxid', 'h₂o', 'lättvatten', 'oxidan', 'vann', 'vattenmolekyl', 'vattnet', 'vattnets', 'wasser', 'flytande vatten'];En allmänt förekommande vätska (H₂O) som bildar regn, fyller bäckar och hav med mera, och som utgör en stor del av organismers kroppar.
amount-of-matter;['amin', 'aminer', 'aminogrupp', 'primär amin', 'sekundär amin', 'tertiär amin', 'amingrupp', 'amingruppen', 'aminoalkane'];Ämne i en klass av organiska föreningar som kan anses vara derivat av ammoniak, genom att en eller flera av väteatomerna byts ut mot organiska radikaler.
amount-of-matter;['salter', 'salt', 'jonföreningar', 'jonförening', 'jonisk förening', 'metallsalt', 'av', 'joniskt salt', 'kaliumsalt'];Produkten av en reaktion där en metall ersätter vätet i en syra.
amount-of-matter;['gasohol'];En blandning av 80% till 90% bensin med 20% till 10% etylalkohol, för användning i förbränningsmotorer.
amount-of-matter;['volfram', 'wolfram', 'atomnummer 74'];Det kemiska element som betecknas med symbolen W och atomnumret 74, gråvit, blank övergångsmetall.
amount-of-matter;['cocktail', 'drinkar'];En sorts blandad dryck, vanligen bestående av två eller flera sorter alkohol och smaksättare.
amount-of-matter;['cider', 'äppelcider', 'äpplecider', 'hård cider', 'hårda cider'];En alkoholhaltig dryck som huvudsakligen är tillverkad av fruktsaft från äpplesorter speciellt odlade för denna tillverkning.
amount-of-matter;['kolväte', 'kolväten', 'mättade och omättade kolväten', 'cykliskt kolväte', 'flytande kolväte'];En mycket stor grupp av kemiska ämnen som endast består av kol och väte.
amount-of-matter;['organisk förening', 'organiskt ämne', 'kolföreningar', 'organiska föreningar', 'kolförening', 'organisk kemikalie', 'organisk kemisk förening', 'organisk molekyl', 'organisk substans', 'organisk vätska', 'organiska kemikalier', 'organiska molekyler'];Kemiska ämnen, baserade på kolkedjor eller kolringar som även innehåller väte, med eller utan syre, kväve eller andra grundämnen.
amount-of-matter;['dryck', 'dricka', 'drycker', 'blurra', 'drickbart'];Varje vätska avsedd att drickas.
amount-of-matter;['protein', 'äggviteämne', 'äggviteämnen', 'proteiner', 'proteinkemi', 'proteinkvalitet', 'proteinpulver', 'äggvite', 'polyprotein', 'proteinhaltiga', 'proteinhaltigt', 'proteinsyntes'];Förening inom en klass polymerer med hög molekylvikt, bestående av kedjor uppbyggda av ett antal olika alfa-aminosyror vilka hålls samman genom peptidbindningar.
amount-of-matter;['bas', 'alkali', 'alkalie', 'alkalier', 'alkalisk', 'baser', 'basiska ämnen', 'basiskt', 'kaustisk', 'basicitet', 'stark bas'];Något kemiskt ämne, jon eller molekyl, som kan ta emot en proton (vätejon) från något annat ämne. det andra ämnet fungerar som en syra när den ger ifrån sig protonen.
amount-of-matter;['syra', 'syror', 'acidum', 'oorganiks syra', 'organiska syror', 'starka och svaga syror', 'protisk syra', 'sura'];En förening som kan överföra en vätejon i en lösning.
amount-of-matter;['mos'];En mjuk och fuktig massa av material som vanligen erhålls genom att pressa eller slå ett relativt hårt föremål. Används vanligen om vegetabilier.
amount-of-matter;['lageröl', 'lager', 'vienna lager', 'lagering', 'wien lager'];Ett ljust underjäst öl.
amount-of-matter;['aminosyra', 'aminosyror', 'alfa-aminosyra', 'aminosyrarest', 'aminoalkanoic syra'];Organiska föreningar innehållande en karboxylgrupp (-COOH) och en aminogrupp (-NH2). Man känner till ungefär 30 aminosyror. De är grundläggande beståndsdelar i all levande materia, eftersom proteiner besetår av många aminosyremolekyler som satts ihop. Aminosyror syntetiserar av gröna växter och en del bakterier, men djur kan inte syntetisera en del av dem (arginin, histidin, lysin, treonin, metionen, isoleucin, leucin, valin, fenylalanin, tryptofan) och dessa är därför essentiella beståndsdelar av djurens diet. Proteiner från en särskild växt kan sakna vissa aminosyror, så vegetarisk kost måste innehålla produkter från många olika växter.
amount-of-matter;['sprit', 'spritdryck', 'brännvin', 'starkvaror', 'likör', 'starksprit', 'spirituosa', 'spritdrycker', 'destillerad dryck', 'destillerad sprit', 'hård dryck', 'john barleycorn', 'starka drycker'];Alkoholhaltig dryck som framställts genom destillation, oavsett alkoholhalt.
amount-of-matter;['sprit', 'spritdryck', 'brännvin', 'starkvaror', 'likör', 'starksprit', 'spirituosa', 'spritdrycker', 'destillerad dryck', 'destillerad sprit', 'hård dryck', 'john barleycorn', 'starka drycker'];Alkoholhaltiga drycker med mer än 20% alkohol.
amount-of-matter;['regnvatten', 'regn'];Vatten som faller som regn från moln.
amount-of-matter;['ale', 'öl'];En alkoholhaltig dryck som vanligen jäses av malt av korn, med humle eller annan tillsats för att ge en bitter smak.
amount-of-matter;['vin', 'viner', 'ryska viner', 'vinhandlare', 'vinifering', 'vintillverkare', 'fina viner', 'vino'];En alkoholhaltig dryck som tillverkas genom att jäsa druvsaft.
amount-of-matter;['kärr', 'fenland', 'sumpmark', 'marskland', 'våtmark', 'fenland district', 'fenland kommunfullmäktige', 'kust träsket', 'myr', 'myrmark'];Lågt liggande mark som återkommande översvämmas, bevuxet med buskar och träd, med eller utan bildande av torv.
amount-of-matter;['kärnmjölk'];Den syrliga vätska som blir kvar efter att smör har avskiljts från grädde.
amount-of-matter;['atmosfär', 'atmosferă', 'atmosfären', 'aerosfär', 'atmosfärisk', 'atmosfäriska'];Det gasformiga hölje som omsluter jorden i ett flera kilometer tjockt lager.
amount-of-matter;['grundvatten', 'brunn', 'källvatten', 'grundvattennivå', 'brunnsvatten', 'by pump', 'vatten väl'];Vatten som naturligt strömmar upp ur marken från en underjordisk vattenansamling, eller som skulle ha strömmat upp om det funnit ett utlopp.
amount-of-matter;['mineralvatten', 'naturligt mineralvatten'];Vatten som innehåller naturligt förekommande eller tillsatta mineraler eller gaser.
amount-of-matter;['dricksvatten', 'vattenförbrukning', 'dricksvattenkvalitet', 'rent vatten', 'drickbart', 'vattenförbrukningen'];Vatten avsett att drickas, som ej är hälsovådligt och vars kvalitet normalt regleras i lag.
amount-of-matter;['vattenhårdhet', 'hårdhet', 'vattnets hårdhet', 'hårt vatten', 'mjukt vatten'];Mängden kalk- och magnesiumsalter upplöst i vatten.
amount-of-matter;['sötvatten', 'färskvatten', 'limniska'];Vatten med relativt sett låg mineralhalt, vanligen lägre än 500 mg/l av upplösta partiklar.
amount-of-matter;['jord', 'jordmån', 'mark'];Det översta lagret av markytan som består av partiklar av bergarter, humus, vatten och luft.
amount-of-matter;['pappersmassa', 'massa', 'trämassa'];Det cellulosahaltiga material som skapas genom att mekaniskt och kemiskt behandla trä och som används för att tillverka papper och produkter av cellulosa. Kallas också trämassa.
biological-object;['mellangärde', 'diafragma', 'diafragman', 'diaphragma', 'mellangärdet', 'bröstkorg membranet', 'membranet'];Ett muskelsjok som sträcker sig över bröstkorgens nederdel, den åtskiljer brösthålan och bukhålan och spelar en viktig roll i andningen.
biological-object;['blåsa', 'hudblåsor', 'blåsor', 'dermatoser', 'hudförändring', 'hudsjukdomar', 'hudskador', 'hudsår', 'induration', 'kutan tillstånd', 'lichenifikation', 'macules', 'pustler', 'vesikel'];En liten bubbla på huden som innehåller vätska och som skapas av hetta, tryck eller infektion.
biological-object;['axelled', 'axel', 'skuldra', 'axelleden', 'articulatio glenohumeralis', 'articulatio humeri', 'humeroscapularled', 'humeroscapularleden', 'articulatio överarmsben', 'axeln', 'glenohumeral gemensamma'];Ena sidan av överkroppens överdel, där en arm sitter eller förenas med denna.
biological-object;['gren', 'trädgren'];Trädel av ett trä som kommer ur stammen och som vanligen delar sig.
biological-object;['gren', 'grenar'];Trädel av ett trä som kommer ur stammen och som vanligen delar sig.
biological-object;['finger', 'tå', 'digitum', 'siffra'];En av de fem extremiteter som kan återfinnas antingen på en hand eller en fot.
biological-object;['vrist', 'fotled', 'ankel', 'fotrot', 'fotroten', 'fotknöl', 'fotleden', 'ankeln-leden', 'articulatio talocruralis'];En led som bildas där foten och benet möts.
biological-object;['ben', 'benet'];Den lem på ett djur (inklusive människor) som sträcker sig från skrevet till vristen.
biological-object;['handled', 'radiokarpalled', 'handlov', 'articulatio radiocarpea', 'carpus', 'handlovsben', 'karpalben', 'karpaler', 'framknä', 'handleden', 'carpi gemensamt', 'carpi leden', 'handleder', 'handlovsbenen'];Den rörliga och smalare anslutningen mellan underarm och hand.
biological-object;['knoge', 'knogled', 'articulatio metacarpophalangea', 'articulationes metacarpophalangea', 'articulationes metacarpophalangeae', 'mcp-led', 'metakarpofalangealled', 'metakarpofalangeala', 'metakarpofalangeala gemensamt', 'metakarpofalangeala leden'];Den led med vilken fingrarna förbinds med handryggen, och som när handen knytes framträder som upphöjningar från handryggen.
biological-object;['vinge', 'hindwing', 'insekt flygning'];Den extremitet på ett djurs (fågel, fladdermus, insekt) kropp som gör det möjligt för djuret att flyga genom luften.
biological-object;['stickling', 'sommarstickling', 'skärning', 'sticklingar'];Vid växtförökning, unga skott eller stjälkar som har avlägsnats med syfte att driva fram nya plantor genom att vegetativt få de avskurna bitar att rota sig.
biological-object;['kaffeböna', 'kaffe', 'kaffebönor', 'kaffe bär'];En dryck som görs genom att låta bönor från kaffeplantan dra i hett vatten.
biological-object;['fruktkött'];Det mjuka och fuktiga innandömet av en frukt.
biological-object;['klo', 'klor', 'chela', 'chelae', 'cheliped', 'pincett'];Ett böjt spetsigt utskott som återfinns i änden av en tå eller ett finger eller vad gäller leddjur på yttersta leden (tarsus) av dess ben.
biological-object;['humanfysiologi', 'människokropp', 'kropp', 'mänsklig kropp', 'byggnad', 'figur', 'kroppsbyggnad', 'bod', 'form', 'fysiska kroppen', 'hudpigmentering', 'kött', 'materiella kroppen', 'människans anatomi', 'människans fysiologi', 'människokroppen', 'mänskliga kroppen', 'siffran'];Hela den fysiska strukturen hos en människa.
biological-object;['läder', 'djurskin', 'hästläder', 'kärnläder', 'narvsida', 'smorläder', 'svinläder', 'lädervaror'];Berett eller garvat skinn från ett djur, vanligen med pälsen borttagen.
biological-object;['näsborre', 'naris'];En av de två öppningar som återfinns på näsan (eller på en fågels näbb). som används som passage för luft och andra gaser till näsans luftvägar.
biological-object;['ägg'];En stor honlig könscell innesluten i ett poröst, kalkartat eller läderartat skal, som produceras av fåglar och reptiler.
biological-object;['muskel', 'muskelmassa', 'muskelvävnad', 'muskler'];Ett organ bildat av sammandragningsbar vävnad som flyttar andra organ.
biological-object;['melon'];En frukt av någon av de arter av familjen Cucurbitaceae som har relativt hårt, oätligt skal och rikhaltigt med sött fruktkött. Frukterna kan variera i storlek men är vanligen inte mindre än en decimeter i diameter.
biological-object;['finger', 'digiti manus', 'digitum', 'fingerled', 'fingrar', 'fingertopp'];En av de långa extremiteter på handen som används för att gripa tag i föremål.
biological-object;['ögonlock', 'palpebra', 'palpebral', 'ögonlocken', 'ögonlocket'];En hudflik som kan slutas över ett öga.
biological-object;['kind', 'kinden', 'kinder', 'kinderna'];Den mjuka huden på vardera sidan av ansiktet, mellan ögonen och hakan, utsidan av sidorna i munhålan.
biological-object;['ax', 'axfjäll', 'öra'];Den fruktbärande kroppen på säd.
biological-object;['tand', 'tänder', 'ilningar i tänderna', 'retinerad tand', 'tandemalj', 'tandkrona', 'tandsmycke'];En hård kalkhaltig bildning i munnen som finns hos många ryggradsdjur, vanligen använd för att äta med.
biological-object;['armbåge', 'armbågsled', 'articulatio cubiti', 'articulatio cubitis', 'armbågar', 'armbågen', 'armbågen-leden', 'armbågsleden', 'cubitus', 'kubiska gemensamma', 'mänskliga armbåge'];Leden mellan överarm och underarm.
biological-object;['knä', 'genu', 'knäet', 'knäregion', 'knäregionen', 'regio genus', 'knäleden', 'articulatio släktet', 'knäled', 'knän', 'knäskada', 'mänskliga knä'];Hos människor, leden mitt på benet.
biological-object;['inälvor', 'gastrointestinala', 'enterisk', 'gastrointestinal', 'inälvsprodukter', 'mag-tarmkanalen', 'matsmältningsorganen', 'tarmarna', 'tarmkanalen', 'tarmlumen', 'tarmslemhinnan', 'övre mag-tarmkanalen'];Ett djurs inre organ.
biological-object;['lever', 'levern', 'hepar'];Ett stort organ i kroppen som lagrar och bryter ner näringsämnen, förstör gifter och producerar galla. Ansvarar för tusentals biokemiska reaktioner.
biological-object;['valnöt', 'valnötsträd', 'juglans regia', 'persiska valnöt'];Stort lövfällande träd (Juglans regia) i familjen valnötsväxter (Juglandaceae) som producerar en ätlig frukt med hårt skal och oljerikt frö.
biological-object;['valnöt', 'valnötsträd', 'juglans regia', 'persiska valnöt'];Stort lövfällande träd (Juglans regia) i familjen valnötsväxter (Juglandaceae) som producerar en ätlig frukt med hårt skal och oljerikt frö.
biological-object;['tå', 'lilltå', 'digiti pes', 'prehallux', 'stortå', 'tår'];En av fotens extremiteter.
biological-object;['tå', 'lilltå', 'digiti pes', 'prehallux', 'stortå', 'tår'];Den minsta av tårna på foten.
biological-object;['lem', 'extremitet', 'extremiteter', 'extremiteterna'];En arm eller ett ben.
biological-object;['jordnöt', 'goober', 'goober pea', 'jordnötter'];En nötliknande frukt från växten Arachis hypogaea, som växer på långa stänglar under markytan.
biological-object;['ben', 'knota', 'rörben', 'bendefekter'];Ett kompositmaterial som huvudsakligen består av kalciumfosfat och kollagen, och som utgör huvudparten av skelettet hos de flesta ryggradsdjur.
biological-object;['njure', 'njurarna', 'arteria renalis', 'bowmanska kapseln', 'cortex renalis', 'ductus bellini', 'hilum renale', 'medulla renalis', 'nephritis', 'njurar', 'njurartär', 'njurbark', 'njurbarken', 'njurbäcken', 'njurbäckenet', 'njuren', 'njurmärg', 'njurpåverkan', 'primärurin', 'sekundärurin', 'ureter', 'uretär', 'njursjukdom'];Ett organ i kroppen som producerar urin.
