abstract-region;['бисёръузва', 'бисёрузва', 'полином'];Бисёръузва́
agentive-figure;['иттиҳоди шӯравӣ', 'иттиҳоди ҷумҳуриҳои шӯравии сосиалистӣ', 'ирсс', 'иттифоқи республикаҳои советии сотсиалистӣ', 'иттифоқи советӣ', 'иҷшс', 'cccp', 'давлати советӣ', 'давлати шӯравӣ', 'и.р.с.с', 'и.р.ш.с', 'и.ш.', 'и.ҷ.с.с.', 'и.ҷ.ш.с.', 'иршс', 'ис', 'иттифоқи республикаҳои шӯравии сотсиалистӣ', 'иттифоқи советҳо', 'иттифоқи шӯравӣ', 'иттифоқи ҷамоҳири советии сотсиалистӣ', 'иттифоқи ҷамоҳири шӯравии сотсиалистӣ', 'иттифоқи ҷумҳуриҳои советии сотсиалистӣ', 'иттифоқи ҷумҳуриҳои шӯравии сотсиалистӣ', 'иттиҳоди республикаҳои советии сотсиалистӣ', 'иттиҳоди республикаҳои шӯравии сотсиалистӣ', 'иттиҳоди советӣ', 'иттиҳоди ҷамоҳири шӯравии сотсиалистӣ', 'иш', 'иҷсс', 'с.с.с.р', 'советский союз', 'советҳо', 'союз советских социалистических республик', 'союзи советӣ', 'сс', 'сср', 'шӯравӣ', 'давлати шӯрави', 'иттифоқи ҷумҳуриҳои сосиалистии шӯравӣ', 'иттифоқи ҷумҳуриҳои шӯрави сотсиалистӣ', 'иттифоқӣ шурави', 'иттифоқӣ шуравӣ', 'иттиҳоди ҷамоҳири шӯравии сосиалистӣ', 'иттиҳоди ҷамоҳири шӯравӣ', 'иттиҳоди ҷумҳуриҳои шуравӣ ва сотсиалистӣ', 'иҷсш', 'ссср'];Иттиҳоди Ҷумҳуриҳои Шӯравии Сосиалистӣ — кишваре буд, ки дар солҳои 1922 — 1991 дар бахши бузурге аз шарқи Аврупо ва шимоли Осиё вуҷуд дошт.
agentive-figure;['артиш', 'нерӯҳои мусаллаҳ', 'армия'];Артиш
agentive-figure;['гестапо', 'gestapo'];Геста́по — мақоми иктишофӣ ва контрразведкаи сиёсии Олмони нозӣ.
agentive-figure;['киноиндустрия', 'санъати филм'];Киноиндустрия - соҳаи саноат аст, ки ба истеҳсоли филмҳо банд мебошад.
agentive-figure;['киноиндустрия', 'санъати филм'];Санъати филм
agentive-figure;['алма-матер', 'alma máter'];Алма-матер — номи қадимаи ғайрирасмии муассисаҳои таълимӣ ва донишгоҳҳо, ки дар аввал таълимоти Худошиносӣ — фалсафӣ медоданд.
agentive-physical-object;['хуст', 'сервер'];Сервер
agentive-physical-object;['хуст', 'сервер'];Хуст як шаҳрест дар вилояти Хусти Афғонистон ки дар минтақаи сарҳади кӯҳии Покистон воқеъ шудааст.
agentive-physical-object;['паррандагони баҳри', 'паррандагони баҳрӣ'];Паррандагони баҳрӣ - паррандагон ба ҳаёти баҳрӣ одат кардаанд.
agentive-physical-object;['курмак', 'echinochloa', 'echinochloa crus-galli'];Курмак
agentive-physical-object;['каду'];Каду - ҷинси гиёҳҳои як ё бисёрсолаи полизӣ аз оилаи кадуиҳо . зироати маъмул.
agentive-physical-object;['санавбар', 'коҷ'];Санавбар, коҷ
agentive-physical-object;['булут'];Булут
agentive-physical-object;['карвиё', 'зираи сиёҳ', 'шоҳзира'];Карвиё
agentive-physical-object;['мағор'];Мағор - пупанак карра гарди тибит ё махмалмонандест дар рустанӣ, хӯроквори ва баъзан дар чизҳои хурданӣ ба монанди нон пайдо мешаванд.
agentive-physical-object;['ҳайвон', 'ҷонвар', 'ҷонварон'];Ҳайвонот
agentive-physical-object;['олами наботот', 'рустанӣ', 'флора', 'растанӣ'];Флора - олами наботот, растаниҳо.
agentive-physical-object;['олами наботот', 'рустанӣ', 'флора', 'растанӣ'];Рустанӣ, гиёҳ, наботот
agentive-physical-object;['бутта'];Бутта, патта рустании бисёрсола, ки аз гарданаи реша шох меонад.
agentive-physical-object;['компютер', 'роёна', 'компутар', 'компутарҳои фардии', 'компутер', 'компӯтар', 'ройёна'];Роёна ё Компютер — дастгоҳи электроние барои сабт, табдил ва коркарди иттилоот, тавассути иҷрои пайдарпайии дастурҳои барои он фаҳмо мебошад.
agentive-physical-object;['бодиринг'];Бодиринг — растании полизии яксола.
agentive-physical-object;['саг', 'canis lupus familiaris'];Саг
agentive-physical-object;['муҳаррики барқӣ'];Муҳаррики барқӣ — афзори барқӣ, ки дар он энергияи қувваи барқ ба энергияи механикӣ табдил меёбад.
agentive-physical-object;['аспи асили савории англисӣ'];Аспи асили савории англисӣ — зоти аспҳои саворӣ. хушзоттарин аспи ҷаҳон.
agentive-physical-object;['гул', 'гулҳо'];Гул, шукуфа аъзои афзоиши ҷинсии пушидатухмҳо ё рустаниҳои гулдор. навдаи кӯтоҳшудаест, ки дар он магаспрофиллаҳои модина ба мевабаргхо ва микропрофиллаҳои нарина ба гардбаргҳо табдил ёфтаанд.
agentive-physical-object;['гулкарам', 'brassica oleracea var. botrytis'];Гулкарам бот.
agentive-physical-object;['нардсунбул', 'valeriana officinalis'];Нардсунбул, сунбули румӣ ё валериан
agentive-physical-object;['инфузорияҳо', 'мижакдорон', 'ciliophora', 'инфузория'];Инфузорияҳо, ё патакчаҳо
agentive-physical-object;['компутари фардӣ', 'роёнаи шахсӣ', 'pc', 'компутарҳои фардӣ'];Компутари фардӣ яке аз намудҳои компутар мебошад, ки барои иҷрои кори шахсӣ истифода мешавад.
agentive-physical-object;['дук'];Дук, асбоби чӯбин ё фулузӣ барои ресидани пахта ва пашм.
agentive-physical-object;['лиму', 'лимӯ'];Лиму
agentive-physical-object;['дарахт'];Дарахт, дор, шаҷар
agentive-physical-object;['ананас'];Анана́с
agentive-physical-object;['прокариотҳо', 'procaryota'];Прокарио́тҳо
agentive-physical-object;['навъ', 'култивар', 'навъи рустанӣ'];Навъи рустанӣ, хели рустанӣ, култивар
agentive-physical-object;['зардак', 'сабзи'];Сабзӣ, бехӣ, зардак ё газар
agentive-physical-object;['хурӯс', 'хурус', 'хӯрус'];Хурӯс паррандаест, ки ба оилаи паррандахо дохил мешавад, ва он хамеша аз паи оилаи худ мебошад.
agentive-physical-object;['баобаб', 'adansonia'];Баоба́б, ё Адансонияи панҷамонанд
agentive-physical-object;['ҳаёти вуҳуш', 'ҳайвонҳои ёбоӣ'];Ҳаёти вуҳуш
agentive-physical-object;['ҷанин', 'эмбрион'];Ҷанин ё эмбрион
agentive-physical-object;['чашми гӯсола', 'centaurea cyanus'];Чашми гӯсола - гӯсолачашмак, чашми гов, гули кабудак.
agentive-physical-object;['организмҳои анаэробӣ', 'анаэробҳо'];Анаэробҳо — микробҳое, ки дар муҳити беоксиген инкишоф меёбанд.
agentive-physical-object;['эукариотҳо', 'эукариот', 'eukaryota'];Эукариот- ҳуҷайраҳое, ки ядро ва дигар органоидҳоро доранд.
