abstract-region;['operando', 'operand'];Un operando es omne argumento que es le objecto de un operation mathematic.
agentive-physical-object;['taxidea taxus'];Taxidea taxus esse un taxon.
agentive-physical-object;['meles meles'];Meles meles es un specie del genere Meles, regno Animalia.
agentive-physical-object;['castor canadensis'];Castor canadensis, le castor nordamerican, es un specie de castor.
agentive-physical-object;['neophoca cinerea'];Neophoca cinerea esse un taxon.
agentive-physical-object;['tetrapoda'];Tetrapoda es un taxon.
agentive-physical-object;['falco peregrinus'];Falco peregrinus es un specie del genere Falco, regno Animalia.
agentive-physical-object;['aepyceros melampus'];Aepyceros melampus es un taxon.
agentive-physical-object;['loxodonta', 'loxodonta africana', 'elephante african'];Loxodonta africana es un specie del classe Mammalia.
agentive-physical-object;['loxodonta', 'loxodonta africana', 'elephante african'];Loxodonta es un genere del classe Mammalia.
agentive-physical-object;['diceros bicornis'];Diceros bicornis es un specie del genere Diceros, regno Animalia.
agentive-physical-object;['herpestidae'];Herpestidae es un familia del ordine Carnivora, classe Mammalia.
agentive-physical-object;['genetta', 'genetta genetta'];Genetta esse un taxon.
agentive-physical-object;['genetta', 'genetta genetta'];Genetta genetta esse un taxon.
agentive-physical-object;['martes'];Martes esse un taxon.
agentive-physical-object;['arachnida', 'arachnido'];Le Arachnidos es un classe de articulation-gambal invertebrate animales in le subphylo Chelicerata.
agentive-physical-object;['phaeophyceae', 'phaeophyta'];Phaeophyta es un taxon.
agentive-physical-object;['ophiuroidea', 'ophiura ophiura'];Ophiuroidea es un classe del regno Animalia.
agentive-physical-object;['omnivore'];Un humano o un animal es un omnivore quando se alimenta indifferentemente de omne sorta de alimentos.
agentive-physical-object;['legumine'];Le termino legumine es usate pro describer le fructos characteristic del leguminosas.
agentive-physical-object;['mastin', 'dogo', 'mastiff', 'mastino'];Le mastin o mastino es un grande can de guarda de aspecto corpulente, con capite ronde, mandibulas forte, collo curte e grosse, pectore large e robuste.
agentive-physical-object;['eukaryota', 'eucaryote', 'eucaria', 'eucarya', 'eukaryote'];Eukaryota es un taxon.
agentive-physical-object;['vertebrato', 'craniata', 'vertebrata', 'vertebratos'];Vertebrata es un taxon.
agentive-physical-object;['vertebrato', 'craniata', 'vertebrata', 'vertebratos'];Craniata esse un taxon.
agentive-physical-object;['invertebrata', 'invertebrato', 'invertebrate'];Invertebrato es tote animal que no disveloppa un columna vertebral.
agentive-physical-object;['chordata', 'chordatos', 'chordato'];Chordata es un typo zoologic characterisate per le presentia de un corda neural tubular dorsal o notochordo, sia durante tote le disveloppamento, sia in alicunes del phases de su vita.
agentive-physical-object;['betula'];Un betula es un arbore del genere betula ex le familia betulaceae.
agentive-physical-object;['reptilia', 'reptile', 'reptiles'];== Classification == Traditionalmente, le reptiles es un del tres classes de amniotes, le alteres es le mammiferos e le aves.
agentive-physical-object;['pisce'];Le pisce comestibile es un specie de pisce apte pro le consumo human.
agentive-physical-object;['buteoninae'];Buteoninae es un taxon.
agentive-physical-object;['organismo'];In biologia e ecologia, un organismo es un systema adaptive complexe vive de organos que influentia le unes super le alteres assi que illos functiona de alcun modo como integritate stabile.
agentive-physical-object;['homo', 'esser human', 'homine', 'homo sapiens sapiens', 'humano', 'homo sapiens', 'persona', 'esseres human', 'gente', 'human'];Homine es applicate al hominides del genere "Homo", le Homo sapiens.
agentive-physical-object;['homo', 'esser human', 'homine', 'homo sapiens sapiens', 'humano', 'homo sapiens', 'persona', 'esseres human', 'gente', 'human'];Homo es un genere de hominides.
agentive-physical-object;['ungulata'];Ungulata esse un taxon.
agentive-physical-object;['paradisaeidae'];Paradisaeidae esse un taxon.
agentive-physical-object;['salix', 'salice'];Salix es un genere de arbore, le salice.
agentive-physical-object;['dinosauria', 'dinosauro'];Un dinosauro (Dinosauria Owen, 1842) esse un gruppo diverse de animales que esseva le vertebrato terrestre dominante durante 160 milliones de annos, ab le periodo Triassic (c.
agentive-physical-object;['filicophyta', 'filice'];Filicophyta es un taxon.
agentive-physical-object;['dermaptera'];Dermaptera es un ordine del regno Animalia.
agentive-physical-object;['circaetus gallicus'];Circaetus gallicus esse un taxon.
agentive-physical-object;['collembola'];Collembola es un classe del regno Animalia.
agentive-physical-object;['siluriformes'];Siluriformes es un ordine del regno Animalia.
agentive-physical-object;['marchantiophyta', 'jungermanniopsida'];Marchantiophyta es un taxon.
agentive-physical-object;['marchantiophyta', 'jungermanniopsida'];Jungermanniopsida esse un taxon.
agentive-physical-object;['balaenopteridae'];Balaenopteridae es familia de mammalia.
agentive-physical-object;['mustarda'];Mustarda es le nomine usate pro alcun de tres species de planta cuje folios son usate in cocina como un vegetal foliate e cuje semines son le ingrediente primari in le condimento mustarda.
agentive-physical-object;['curculionoidea'];Curculionoidea es un superfamilia del orden Coleoptera, classe Insecta.
agentive-physical-object;['zebra'];Le zebra es un specie equin de mammifero african con strias vertical nigre-blanc per su corpore.
agentive-physical-object;['otariinae'];Otariinae esse un taxon.
agentive-physical-object;['bison', 'bisonte'];Bison es un genere.
agentive-physical-object;['ichthyosauria'];Ichthyosauria es un ordine del regno Animalia.
agentive-physical-object;['phocidae'];Phocidae es un taxon.
agentive-physical-object;['hyracoidea'];Hyracoidea es un taxon.
agentive-physical-object;['odontoceti'];Odontoceti es un suborder de mammalia.
agentive-physical-object;['balena con becco', 'ziphiidae'];Balena con becco es un creatura de le oceano profunde, alimentar se acerca de solo del oceano.
agentive-physical-object;['conilio'];Conilio es le nomine commun de alcun generes e species ex le familia de leporidae.
agentive-physical-object;['champignon'];Un champignon es le corpore sporifere carnose de multe species de fungos, typicamente producite super le solo o super su fonte de alimento.
agentive-physical-object;['ratto'];Le nomine ratto designa plure specie de rodentes de talia medie del genere Rattus. del familia muridae. illos es alco plus grande que lor cosinos le mus.
agentive-physical-object;['hominoidea', 'hominoide'];Hominoidea es un taxon.
agentive-physical-object;['scaphopoda'];Scaphopoda es un classe del regno Animalia.
agentive-physical-object;['pycnogonida'];Pycnogonida es un classe del regno Animalia.
agentive-physical-object;['anura', 'rana'];Anura es un taxon.
agentive-physical-object;['caudata', 'salamandra', 'urodela'];Caudata es un ordine del regno Animalia.
agentive-physical-object;['primates', 'primate', 'simia'];Primates es un taxon.
agentive-physical-object;['felis silvestris', 'catto salvage'];Felis silvestris es un taxon.
agentive-physical-object;['mammal', 'mammifero', 'mammiferos', 'mammalia', 'mammales', 'mammifere'];Mammalia es un taxon.
agentive-physical-object;['siphonaptera', 'pulice'];Siphonaptera es un ordine del regno Animalia.
agentive-physical-object;['pinnipedia'];Pinnipedia esse un taxon.
agentive-physical-object;['scorpiones', 'scorpion'];Scorpiones es un ordine del regno Animalia.
agentive-physical-object;['arctictis binturong', 'arctictis'];Arctictis binturong esse un taxon.
agentive-physical-object;['potos flavus'];Potos flavus esse un taxon.
agentive-physical-object;['dermoptera'];Dermoptera es un ordine del classe Mammalia.
agentive-physical-object;['ren', 'rangifer tarandus'];Le ren es un specie de Rangifer.
agentive-physical-object;['elephas maximus', 'elephas maximus indicus', 'elephante asiatic'];Elephas maximus es un specie del genere Elephas, regno Animalia.
agentive-physical-object;['bubalus bubalis', 'bubalus bubalus'];Bubalus bubalis es un taxon.
agentive-physical-object;['macrotis lagotis'];Macrotis lagotis es un specie del genere Macrotis, regno Animalia.
agentive-physical-object;['ovis aries vignei', 'ovis vignei', 'ovis orientalis vignei'];Ovis aries vignei es un subspecie de le specie Ovis aries de mammalia.
agentive-physical-object;['bucerotidae'];Bucerotidae esse un taxon.
agentive-physical-object;['ursus thibetanus'];Ursus thibetanus esse un taxon.
agentive-physical-object;['doryphora del patata', 'leptinotarsa decemlineata'];Le doryphora del patata o doryphora del Colorado es un specie de Leptinotarsa.
agentive-physical-object;['octopoda', 'octopode'];Octopoda es un ordine del regno Animalia.
agentive-physical-object;['pastor german'];Le pastor german es un can laborante de Germania.
agentive-physical-object;['oriolus oriolus'];Oriolus oriolus es un specie del genere Oriolus, regno Animalia.
agentive-physical-object;['ursus arctos middendorffi'];Ursus arctos middendorffi esse un taxon.
agentive-physical-object;['ursus americanus'];Ursus americanus es un specie del genere Ursus, regno Animalia.
agentive-physical-object;['allio', 'allium sativum'];Le allio es un specie de Allium.
agentive-physical-object;['cibolla', 'allium cepa', 'cepa'];Le cibolla es un planta del genere Allium.
agentive-physical-object;['felis silvestris silvestris'];Felis silvestris silvestris esse un taxon.
agentive-physical-object;['borrelia', 'borreliose', 'lyme disease'];Borrelia es un specie de bacteria.
agentive-physical-object;['polychaeta'];Polychaeta es un classe del regno Animalia.
agentive-physical-object;['dinoflagellata'];Dinoflagellata es un taxon.
agentive-physical-object;['chilopoda'];Chilopoda es un classe del regno Animalia.
agentive-physical-object;['tamias'];Tamias es un typo de rodentes parve, un sciurolo terrestrial trovate solmente in America Nord excepte le specie siberian Eutamias sibiricus.
