abstract-quality;['индивидуалдық'];Индивидуалдық - 1.
agentive-physical-object;['тырду', 'авдоткалылар', 'тырдулар', 'burhinidae', 'burhinus oedicnemus'];Авдоткалылар
agentive-physical-object;['сусылдақ үйректер', 'bucephala'];Сусылдақ үйректер
agentive-physical-object;['поляр киті'];Поляр китін тек Солтүстік жартышарда, Арктикалық суларда кездестіруге болады.
agentive-physical-object;['нандулар', 'rhea', 'rheidae', 'rheiformes', 'нанду', 'нандутәрізділер'];Нандулар (лат.
agentive-physical-object;['гориллалар', 'горилла', 'gorilla', 'gorillini'];Гориллалар
agentive-physical-object;['дуадақ', 'otis tarda'];Дуадақ (лат.
agentive-physical-object;['ага', 'rhinella marina'];Ага - (лат.
agentive-physical-object;['көк кит', 'balaenoptera musculus', 'блювал', 'көкшіл кит'];Көк кит (көкшіл кит, немесе блювал, лат.
agentive-physical-object;['манта'];== Манта ==
agentive-physical-object;['мақта көбелегі'];Мақта көбелегі — түнгі көбелектер тұқымдасына жататын зиянкестер Қазақстанда шөл аймақтардан басқа барлық жерде кең таралған.
agentive-physical-object;['дәнектілер'];Дәнектілер - түрлі жегіш отряд тармағының тұқымдастарының қоңызы.
agentive-physical-object;['мақтаның күйе көбелегі'];Мақтаның күйе көбелегі — мақта дақылының қауіпті зиянкесі.
agentive-physical-object;['аксолотль', 'ambystoma mexicanum'];Аксолотль - жолбарысты амбистоманың балаңқұрты.
agentive-physical-object;['исланд мүгі', 'исландия мүгі'];Исланд мүгі -
agentive-physical-object;['бұйра лалагүл', 'lilium martagon'];Бұйра лалагүл
agentive-physical-object;['жылан', 'жыландар'];Жыландар (лат.
agentive-physical-object;['хамелеон'];Хамелеон, құбылғы — кесірткелер отряд тармағының тұқымдасы.
agentive-physical-object;['сүген қоңыздар'];Сүген қоңыздар, отынкескіш қоңыздар
agentive-physical-object;['қылқұйрықтар', 'trichiuridae'];Қылқұйрықтар
agentive-physical-object;['ұзынаяқтылар'];Ұзынаяқтылар - ұзынмұрттылар отряд тармағына қосқанаттылар тұқымдасына жататын жәндіктер.
agentive-physical-object;['қабылан', 'acinonyx jubatus', 'гепард'];Қабылан (лат.
agentive-physical-object;['бізтұмсық', 'recurvirostra avosetta'];Бізтұмсық
agentive-physical-object;['бізқұйрық үйрек', 'anas acuta', 'қылқұйрық үйрек', 'қылқұйрық'];Бізқұйрық үйрек, қылқұйрық үйрек
agentive-physical-object;['итбүлдірген', 'қызылжидек'];Итбүлдірген – қаражидек туысына жататын шала бұта.
agentive-physical-object;['итбүлдірген', 'қызылжидек'];Қызылжидек немесе Итбүлдірген
agentive-physical-object;['көпжылдық дәстүргүл'];Көпжылдық дәстүргүл
agentive-physical-object;['қосүйлі мысықтабан'];Қосүйлі мысықтабан
agentive-physical-object;['меруертгүл', 'інжугүл'];Меруертгүл, мамыр қынжыгүлі, мамыр інжугүлі, май інжугүлі
agentive-physical-object;['турбина', 'turbină', 'гидротурбина'];Турбина (фр.
agentive-physical-object;['тентекқұс тұқымдастар'];Тентекқұс тұқымдастар
agentive-physical-object;['квагга'];Квагга — ашатұяқты,бұрынырақ зебра тұқымдастарының басқа түріне жатқан жануар, қазіргі зерттеулер нәтижесіне сүйенсек, квагга жазық зебра түріне жатады.
agentive-physical-object;['ұрықжолдастылар', 'placentalia', 'плаценталылар', 'eutheria'];Ұрықжолдастылар, плаценталылар — қазіргі сүтқоректі жануарлардың инфракласы.
agentive-physical-object;['қалталылар', 'қалталы', 'қалталы жануарлар', 'marsupialia'];Қалталылар немесе қалталы жануарлар
agentive-physical-object;['қызыл балдырлар'];Қызыл балдырлар — теңіздерде, су түбінде таралған балдырдың ең үлкен бөлімі.
agentive-physical-object;['эвгленалар', 'эвгленалар отряды'];Эвгленалар — жасыл түсті, бір талшықты, автотрофты және гетеротрофты жолымен қоректенетін талшықтылар.
agentive-physical-object;['брахиоподтар', 'иінаяқтылар'];Иінаяқтылар, Брахиоподтар
agentive-physical-object;['мұртаяқты шаяндар'];Мұртаяқты шаяндар
agentive-physical-object;['жабысқақ балық'];Жабысқақ балық — алабұға тәрізділер отрядына жататын теңіз балықтарының бір тұқымдасы.
agentive-physical-object;['палтус'];Палтус — камбала тұқымдасына жататын балықтың төрт түрінің жалпы аты.
agentive-physical-object;['басаяқтылар', 'cephalopoda', 'басаяқты', 'басаяқты ұлулар'];Басаяқтылар – жұмсақденелілер типіне жататын омыртқасыз жануарлар класы.
