abstract-quality;['personalidade', 'personalidades', 'pessoa', 'temperamento'];Sentir e agir
agentive-physical-object;['baleia', 'mysticeti', 'baleias', 'baleia de barbas', 'beleia'];O cetáceo
agentive-physical-object;['viola', 'violeta', 'amor perfeito'];Género de plantas.
agentive-physical-object;['águia', 'águias', 'ave de jove', 'gavião-de-penacho'];Representação da ave na cor de dourada.
agentive-physical-object;['rato', 'rattus', 'ratazana', 'ratazanas', 'stenomys', 'ratos'];Género da família Muridae
agentive-physical-object;['cosmos', 'cosmo', 'cosmea'];Género de plantas pertencente à família Asteraceae
agentive-physical-object;['clematis', 'clematite', 'archiclematis', 'clematopsis', 'coriflora', 'viorna'];Uma planta trepadeira
agentive-physical-object;['erythrina', 'micropteryx', 'árvore coral'];Género de árvores da família Fabaceae.
agentive-physical-object;['afídio', 'pulgão', 'afídeo', 'pulgões', 'afidoídeo', 'afidoídeos', 'aphidoidea', 'vaca-das-formigas', 'vaca das formigas', 'fêmea fundatriz', 'virgo alata'];Nome comum de muitos afídios.
agentive-physical-object;['sapo', 'anura', 'rã', 'anuro', 'sapos', 'batráquio', 'anfíbio anuro', 'serviço de apontadores português', 'anfíbios anuros', 'râ', 'rãs', 'anuros', 'frogspawn', 'salientian'];Um animal anfíbio, normalmente de pele seca e habitat terrestre.
agentive-physical-object;['angelica', 'angélica', 'angelique'];Género de plantas pertencente à família Apiaceae.
agentive-physical-object;['glória-da-manhã', 'morning glory'];Nome comum de várias plantas da família Convolvulaceae
agentive-physical-object;['salamandra', 'urodelos', 'caudados', 'caudata', 'urodela', 'salamander', 'urodelo', 'salamandras', 'anfíbios caudados'];Uma designação comum aos anfíbios da ordem Caudata, do qual há centenas de espécies, como os tritões e as salamandras-de-fogo.
agentive-physical-object;['veronica', 'beccabunga', 'macrostemon', 'oligospermum', 'sudario', 'verônica'];Género botânico pertencente à família Plantaginaceae.
agentive-physical-object;['gato-bravo', 'gato bravo', 'gato selvagem', 'felis silvestris', 'gato-montês', 'gato-selvagem', 'gatos selvagens', 'wildcat', 'wildcats'];Felino da espécie Felis silvestris.
agentive-physical-object;['inga', 'ingá', 'ingazeira', 'ingazeiro'];O fruto da Ingazeira (árvore da sub-família Mimosoideae).
agentive-physical-object;['barracuda', 'sphyraenidae', 'sphyraena'];Género Sphyraena.
agentive-physical-object;['escorpião', 'lacrau', 'alacrão', 'scorpiones', 'escorpiões', 'alacrau', 'escorpione'];Aracnídeo da ordem dos escorpionídeos
agentive-physical-object;['rena', 'rangífer', 'rangífero', 'caribu', 'rangifer tarandus', 'rangifer', 'criação de renas', 'renas', 'caribu groenlândia'];Um mamífero típico das regiões frias
agentive-physical-object;['piper betle', 'bétele', 'betel', 'folha de betel', 'folhas de betel', 'pimenta betel', 'piper betel'];Espécie de planta pimenteira.
agentive-physical-object;['aristolochia serpentaria', 'serpentária', 'virginia serpentaria', 'virginia serpentary', 'virginia snakeroot'];Uma planta norte-americana, que se acreditava conter um antídoto contra o veneno das cobras.
agentive-physical-object;['roncador-listado-americano', 'anisotremus virginicus', 'roncador listado americano', 'porco, peixe-', 'porkfish'];Na Bahia e no Ceará.
agentive-physical-object;['angus', 'aberdeen angus', 'black angus', 'gado angus'];Raça de bovinos
agentive-physical-object;['queixada', 'tayassu pecari', 'tajaçu', 'branco-queixada', 'tayassu'];Um mamífero.
agentive-physical-object;['amora', 'rubus subg. rubus', 'amora-preta', 'rubus sp', 'amoreira', 'amoras', 'blackberry mato'];A fruta da amoreira.
agentive-physical-object;['carnaúba', 'copernicia prunifera', 'bagana', 'carnaubeira', 'carnaubal', 'copernicia cerifera'];Plantação de carnaúbas
agentive-physical-object;['cebola', 'allium cepa', 'cebolas', 'cebolo', 'planta cebola'];A erva anual Allium cepa
agentive-physical-object;['rivina humilis', 'bloodberry', 'rouge planta', 'rougeberry', 'sangue baga'];Da família Phytolaccaceae-também designada como "ruivinha".
agentive-physical-object;['macrocephalon maleo', 'macrocephalon', 'maleo'];Ave da Indonésia.
agentive-physical-object;['rosa-louca', 'hibiscus mutabilis', 'rosa de são francisco', 'rosa louca', 'papoila-de-duas-cores', 'papoila de duas cores', 'papoula-de-duas-cores', 'papoula de duas cores', 'rosa-de-são-francisco', 'rosa-paulista', 'rosa paulista', 'confederate subiu', 'confederate subiu malva'];Da família das Malvaceae.
agentive-physical-object;['raiz-forte', 'rábano', 'armoracia lapathifolia', 'armoracia rusticana', 'armorácia', 'cochlearia armoracia', 'nasturtium armoracia', 'rabiça-brava', 'rabiça brava', 'rabo-de-cavalo', 'radicula armoracia', 'rorippa armoracia', 'rábano-bastardo', 'rábano-de-cavalo', 'rábano-picante', 'rábano-rústico', 'rábano-silvestre', 'rábano-silvestre-maior', 'rábano bastardo', 'rábano de cavalo', 'rábano picante', 'rábano rústico', 'rábano silvestre', 'rábão-rústico', 'rábão rústico', 'rábão silvestre', 'saramago-maior', 'saramago maior', 'rábão-silvestre', 'armoracia', 'vermelho cole'];Herbácea, da família das Brassicaceae, usada como condimento. também conhecida como rábano-picante, rábano-de-cavalo, rábano-silvestre, entre outros nomes
agentive-physical-object;['sambucus nigra', 'sambucus coreana', 'sabugueiro', 'sambucus', 'bourtree', 'europeu ancião', 'preto velho', 'élder comum'];Uma planta cultivada.
agentive-physical-object;['maravilha', 'mirabilis jalapa', 'mirabilis jalapa, nyctaginaceae', 'comum de quatro horas', 'maravilha-de-peru', 'mirabilis uniflora'];Uma planta ornamental.
agentive-physical-object;['cariacu', 'veado-de-cauda-branca', 'odocoileus virginianus curassavicus', 'suaçuapara', 'odocoileus virginianus', 'veado-da-virgínia', 'veado da virgínia', 'dama virginiana', 'odocoileus spelaeus', 'veado-galheiro', 'veados de cauda branca', 'cauda branca', 'cervos', 'virginia veado', 'virginianus', 'whitetail', 'whitetail veado'];Espécie de veado encontrado do sul do Canadá ao norte do Brasil
agentive-physical-object;['piranga flava', 'piranga hepatica', 'sanhaço-de-fogo', 'tiê-do-mato-grosso', 'flava piranga hepatica', 'hepática tanager', 'tanager hepática'];Conhecida por sanhaço-de-fogo
agentive-physical-object;['corredor', 'corredor-comum', 'cursorius cursor', 'creme courser', 'cursor cursorius', 'de cor creme courser'];Característica de zonas áridas
agentive-physical-object;['smilax aspera', 'alagacão', 'alagação', 'alegra-cão', 'legacão', 'recama', 'salsaparrilha-bastarda', 'salsaparrilha-brava', 'salsaparrilha-do-reino', 'salsaparrilha-indígena', 'salsaparrilha-rugosa', 'silvamar', 'corriola áspera'];A salsaparrilha do sudoeste da Península Ibérica.
agentive-physical-object;['jacu-cigano', 'cigana', 'opisthocomiformes', 'opisthocomus hoazin', 'opisthocomidae', 'opisthocomus', 'hoactzin', 'hoatzin', 'stinkbird'];Uma ave da família dos opistocomídeos.
agentive-physical-object;['cardinalis cardinalis', 'cardinalidae', 'cardeal', 'cardeal grosbeak', 'cardinalis richmondena'];Do gênero Cardinalis
agentive-physical-object;['tourão', 'mustela putorius', 'toirão', 'toirăo', 'doninha', 'doninha europeia', 'foulmart', 'putorius', 'pêlo de tourão'];Um pequeno mamífero
agentive-physical-object;['falcão', 'falco', 'falcões', 'falcao'];A ave de rapina
agentive-physical-object;['porco', 'suíno', 'porco doméstico', 'sus', 'brutamontes', 'cerdo', 'cevado', 'cochino', 'javardo', 'obsceno', 'sus scrofa domestica', 'sus domesticus'];Nome vulgar do Sus domesticus.
agentive-physical-object;['porco', 'suíno', 'porco doméstico', 'sus', 'brutamontes', 'cerdo', 'cevado', 'cochino', 'javardo', 'obsceno', 'sus scrofa domestica', 'sus domesticus'];Que inclui o porco doméstico e o javali
agentive-physical-object;['alpaca', 'lama pacos', 'vicugna pacos', 'alpacas'];Mamífero sul-americano estreitamente aparentado com o lhama.
agentive-physical-object;['sargo-de-beiço', 'anisotremus surinamensis', 'beiçudo', 'salema-açu', 'salema açu', 'sargo de beiço', 'preto margate'];Um peixe da família Haemulidae.
agentive-physical-object;['carolina', 'adenanthera pavonina', 'guibourtia', 'barbados orgulho', 'bubinga', 'coral madeira', 'coralwood', 'pavão cerca flor'];Subfamília mimosoidea
agentive-physical-object;['asplenium scolopendrium', 'phyllitis scolopendrium', 'phyllitis scolopendrium subsp. scolopendrium', "hart's-língua", "hart's-língua samambaia"];Subespécie da família Aspleniaceae
agentive-physical-object;['lathyrus sativus', 'ervilha grama', 'ervilha indiana', 'khesari'];Um legume
agentive-physical-object;['estrelinha-de-poupa', 'regulus regulus', 'goldcrest', 'dourado-crested kinglet'];Uma ave conhecida também por estrelinha-de-poupa
agentive-physical-object;['hypochaeris radicata', 'hypochoeris radicata', 'capeweed', 'dandelion califórnia', 'gosmore'];Uma planta da família Asteraceae
agentive-physical-object;['chiococca alba', 'cainca', 'chiococca anguifuga', 'chiococca brachiata', 'chiococca filipes', 'chiococca macrocarpa', 'chiococca petenensis', 'chiococca racemosa', 'chiococca trisperma', 'chiococca vestita', 'cipó-cruz', 'cipó-cruzeiro', 'cipó cruz', 'cipó cruzeiro', 'dambre', 'lonicera alba', 'purga-preta', 'purga preta', 'raiz-fedorenta', 'raiz-preta', 'raiz fedorenta', 'raiz preta', 'alba', 'blolly', 'west indian snowberry'];Planta popularmente chamada de cainana, cainca ou raiz-preta
agentive-physical-object;['sapindus saponaria', 'fruta-de-sabão', 'cupania saponaria', 'ewe jeje', 'ibaró', 'jequitiguaçu', 'orijeje', 'oryjeje', 'saboneteiro', 'sabão-de-soldado', 'sabão de macaco', 'sabão de mico', 'sapindus drummondii', 'sapindus indica', 'sapindus marginatus', 'sapindus saponaria drummondii', 'sapindus stenopterum', 'ewe oxé', 'fruta de sabão', 'jequiri', 'sabão-de-macaco', 'sabão-de-mico', 'sabãozinho', 'koelreuteria paniculata', 'dogwood falsa', 'jaboncillo'];A árvore Sapindus saponaria ou fruta-de-sabão.
agentive-physical-object;['caranx hippos', 'charo-largo', 'enxareu-macoa', 'macoa', 'peixe-prussiano', 'xareu-cavalão', 'xareu-macoa', 'xareu-olho-de-boi', 'crevalle jack', 'jack crevalle'];Também chamado xaréu
agentive-physical-object;['elefante', 'elefantes', 'elefanta', 'loxodonta africano', 'elefantídeo', 'elephantidae'];Animal da família de mamíferos proboscídeos
agentive-physical-object;['caracol', 'caracóis', 'caracol terrestre', 'escargot', 'escargô', 'helicicultura', 'caramujo'];Animal do filo Mollusca
agentive-physical-object;['mara', 'mará', 'dolichotis', 'dolichotis patagonum', 'lebre patagônica'];Mamífero roedor sul-americano.
agentive-physical-object;['uranoscopidae', 'stargazer'];Da família dos Uranoscopidae.
agentive-physical-object;['lucerna', 'alfafa', 'medicago sativa', 'comuna de lucerna', 'luzern', 'alfalfa', 'tribschen', 'lucerna na suíça', 'luzerna'];Capital do Cantão de Lucerna, na Suíça.
agentive-physical-object;['escamudo', 'pollachius pollachius', 'pollachius'];Uma espécie de peixe demersal semelhante ao bacalhau.
agentive-physical-object;['lucy'];Um espécime de hominídeo fóssil da espécie Australopithecus afarensis
agentive-physical-object;['artrópode', 'artrópodes', 'arthropoda', 'artropode', 'anatomia dos artrópodes', 'arthropod', 'artropodes', 'artrópodo', 'onycophora'];Animal invertebrado caracterizados por possuírem membros rígidos e articulados.
agentive-physical-object;['sargo-de-dentes', 'sargo de dentes', 'archosargus probatocephalus', 'probatocephalus archosargus', 'sheepshead'];Um peixe da família Sparidae, com corpo prateado com listras verticais escuras.
agentive-physical-object;['castanheta-das-rochas', 'abudefduf saxatilis', 'castanheta das rochas', 'píntano', 'sargentinho'];Um peixe conhecido como Castanheta-das-rochas.
agentive-physical-object;['trachurus trachurus'];Peixe da família dos carangídeos, também conhecido por carapau.
agentive-physical-object;['leão', 'panthera leo', 'leões', 'leao', 'leoas', 'leão-africano', 'panthera leo nubica', 'leo', 'leão africano', 'rei dos animais'];Animal felino
agentive-physical-object;['secretário', 'serpentário', 'pássaro secretário', 'sagittarius serpentarius', 'sagittariidae', 'sagitário serpentarius', 'secretarybird', 'secretário-pássaro'];Uma ave de rapina diurna conhecida por ave-secretária ou serpentária.
agentive-physical-object;['limulidae', 'límulo', 'caranguejo-ferradura', 'limulus polyphemus', 'limulus', 'caranguejos-ferradura', 'xiphosurus polyphemus'];Um animal artrópode com sangue azul
agentive-physical-object;['monstro-de-gila', 'monstro de gila', 'heloderma suspectum'];Um lagarto da América do Norte.
agentive-physical-object;['thuja plicata', 'cedro vermelho ocidental', 'canoa de cedro', 'redcedar ocidental'];Da família Cupressaceae
agentive-physical-object;['condor-dos-andes', 'condor dos andes', 'vultur gryphus', 'vultur', 'condor andino'];Espécie andina
agentive-physical-object;['jaburu', 'jabiru', 'jabiru mycteria', 'tuiuiú', 'cauauá', 'tuiuiu'];Ave pernalta da família dos ciconiidae.
agentive-physical-object;['cobra', 'serpente', 'ofídio', 'víbora', 'barra', 'cobrão', 'seresma', 'serpe', 'serpentar', 'serpentes', 'ofídico', 'cobra peçonhenta', 'cobra sagrada', 'ofídios', 'ophidia', 'serpentiforme', 'cobras'];Tipo de cobra
agentive-physical-object;['irara', 'taira', 'eira barbara', 'tayra'];Conhecidos comumente como iraras
agentive-physical-object;['erodium moschatum', 'agulha-de-pastor-moscada', 'agulha-moscada', 'agulha de pastor moscada', 'agulha moscada', 'agulheira-moscada', 'agulheira moscada', 'almiscareira', 'bico-de-cegonha-moscado', 'bico-de-grou-moscado', 'bico de cegonha moscado', 'bico de grou moscado', 'erva-alfinete', 'erva-relógio', 'erva alfinete', 'erva relógio', 'piquêtas', 'branca de haste filaree', 'grama muskus', 'musk trevo'];Planta também chamada de erva-alfinete
agentive-physical-object;['bellis perennis', 'margarida comum', 'bela-margarida', 'bela margarida', 'margarida-comum', 'margarida-inglesa', 'margarida-rasteira', 'margarida-vulgar', 'margarida inglesa', 'margarida rasteira', 'margarida vulgar', 'mãe-de-família', 'rapazinho', 'rapazinhos', 'sempre-viva', 'inglês margarida'];Ou margarida-vulgar (entre outros nomes).
agentive-physical-object;['coral', 'corais'];Tipo de animal marinho
agentive-physical-object;['ostra', 'ostras', 'talioba', 'ostreidae', 'ostreira', 'cama de ostra', 'cama de ostras'];O molusco.
agentive-physical-object;['sobreiro', 'quercus suber', 'chaparro', 'chaparros'];Da família das Fagaceae.
