abstract-region;['бином'];Бином, эки мүчө — алгебралык эки туюнтманын суммасы же айырмасы.
biological-object;['туташтырма ткань'];Туташтырма ткань түзүлүшү жана аткарган милдети боюнча эң ар түрдүү.
biological-object;['тамак сиңирүү системасы'];Тамак сиңирүү системасы – жаныбарлар менен кишинин тамак сиңирүүчү органдарынын тобу.
biological-object;['татаал куймулчак'];Татаал куймулчак - арткы көкүрөк, бел, куймулчак омурткалар жана бир нече алдыңкы куйрук омурткалар менен биригип канаттууларга гана мүнөздүү Т. к.
biological-object;['граймс', 'grimes'];Граймс (Айова) (англ.
causal-role;['гексан'];Гексан, н-гексан, СН34СН3 каныккан углеводород, түссүз суюктук.
causal-role;['толуол'];Толуол
causal-role;['фенол'];Фенол C6H5OH — антисептикалык каражаттардын бири.
causal-role;['антикоагулянттар'];Антикоагулянттар — кан уюуу процессин басаңдатуучу жана тромбдун пайда болушуна тоскоол болуучу заттар.
causal-role;['кальций гипохлорити'];Кальций гипохлорити, Ca2 – түссүз кристаллдык зат.
chemical-object;['молекула'];Молекула — берилген зат негизги химимялык касиеттерин алып жүрүүчү эн кичи-некей бөлүкчө.
chemical-object;['гемоглобин'];Гемоглобин (байыркы грек.
chemical-object;['гликопротеиддер'];Гликопротеиддер жөнөкөй белок затынан жана углеводдордон түзүлөт.
chemical-object;['казеин'];Казеин – фосфосеринге бай фосфопротеид, сүттүн негизги белоктук компоненти.
chemical-object;['гамма-глобулиндер'];Гамма-глобулиндер — кан сары суусунун белогунун курамдык бөлүгү.
chemical-object;['альбуминдер'];Альбуминдер – жаратылышта кенен тараган, сууда жакшы эрүүчү, глобулалуу белоктор.
chemical-object;['антитоксиндер'];Антитоксиндер — микроорганизмдердин, өсүмдүктөрдүн жана жаныбарлардын ууларын зыянсыздандыруучу өзгөчө заттар.
chemical-object;['иондор', 'ион'];Иондор — электрондорун жоготууда же кошуп алууда пайда болгон атомдор, атом же атом тобу электронун бергенде же кошуп алганда пайда болгон электр заряддуу бөлүкчөлөр.
